Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Suppression Flag,Quartile Number
Adults who usually or always feel lonely,By State,District of Columbia,District of Columbia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.1,9.5,19.8,9.5 - 19.8,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Florida,Florida,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,13.4,10.9,16.2,10.9 - 16.2,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Georgia,Georgia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.7,12.2,17.5,12.2 - 17.5,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Hawaii,Hawaii,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,10.4,5.9,16.6,5.9 - 16.6,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Idaho,Idaho,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,10.9,8.1,14.2,8.1 - 14.2,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Illinois,Illinois,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,11.4,9.1,13.9,9.1 - 13.9,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Indiana,Indiana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.3,12.4,18.7,12.4 - 18.7,15.2-19.7,,4
Adults who usually or always feel lonely,By State,Iowa,Iowa,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12,9.4,15.1,9.4 - 15.1,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Kansas,Kansas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12.7,10.1,15.7,10.1 - 15.7,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Kentucky,Kentucky,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.6,11.2,18.5,11.2 - 18.5,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Louisiana,Louisiana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,19.7,15.7,24.1,15.7 - 24.1,15.2-19.7,,4
Adults who usually or always feel lonely,By State,Maine,Maine,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,17.4,13.6,21.7,13.6 - 21.7,15.2-19.7,,4
Adults who usually or always feel lonely,By State,Maryland,Maryland,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12.6,9.9,15.7,9.9 - 15.7,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Massachusetts,Massachusetts,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,11.1,8.5,14.3,8.5 - 14.3,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Michigan,Michigan,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,13.7,11.6,16.1,11.6 - 16.1,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Minnesota,Minnesota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,13.6,11.3,16.1,11.3 - 16.1,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Mississippi,Mississippi,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,18,13.5,23.3,13.5 - 23.3,15.2-19.7,,4
Adults who usually or always feel lonely,By State,Missouri,Missouri,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.3,11.3,17.7,11.3 - 17.7,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Montana,Montana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.3,10.6,18.6,10.6 - 18.6,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Nebraska,Nebraska,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,13,10.4,15.9,10.4 - 15.9,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Nevada,Nevada,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.3,11.4,20,11.4 - 20.0,15.2-19.7,,4
Adults who usually or always feel lonely,By State,New Hampshire,New Hampshire,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.7,11.2,18.9,11.2 - 18.9,13.7-15.1,,3
Adults who usually or always feel lonely,By State,New Jersey,New Jersey,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,11.3,8.7,14.2,8.7 - 14.2,8.7-12.0,,1
Adults who usually or always feel lonely,By State,New Mexico,New Mexico,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.3,11.6,19.8,11.6 - 19.8,15.2-19.7,,4
Adults who usually or always feel lonely,By State,New York,New York,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12,9.3,15.3,9.3 - 15.3,8.7-12.0,,1
Adults who usually or always feel lonely,By State,North Carolina,North Carolina,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,11.5,8.5,15.2,8.5 - 15.2,8.7-12.0,,1
Adults who usually or always feel lonely,By State,North Dakota,North Dakota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.1,10.7,20.4,10.7 - 20.4,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Ohio,Ohio,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,11.7,8.9,14.9,8.9 - 14.9,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Oklahoma,Oklahoma,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.8,12.6,19.3,12.6 - 19.3,15.2-19.7,,4
Adults who usually or always feel lonely,By State,Oregon,Oregon,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.5,11.9,17.3,11.9 - 17.3,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Pennsylvania,Pennsylvania,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12.6,10.6,14.8,10.6 - 14.8,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Rhode Island,Rhode Island,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,8.7,6.3,11.7,6.3 - 11.7,8.7-12.0,,1
Adults who usually or always feel lonely,By State,South Carolina,South Carolina,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.8,12.4,19.8,12.4 - 19.8,15.2-19.7,,4
Adults who usually or always feel lonely,By State,South Dakota,South Dakota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.2,11,20.3,11.0 - 20.3,15.2-19.7,,4
Adults who usually or always feel lonely,By State,Tennessee,Tennessee,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,13,10.7,15.6,10.7 - 15.6,12.1-13.6,,2
Adults who usually or always feel lonely,By State,Texas,Texas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.7,12.2,17.6,12.2 - 17.6,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Utah,Utah,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.1,12.2,18.5,12.2 - 18.5,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Vermont,Vermont,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,11.9,7.8,17.2,7.8 - 17.2,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Virginia,Virginia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14,11.4,16.8,11.4 - 16.8,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Washington,Washington,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12.4,10.4,14.6,10.4 - 14.6,12.1-13.6,,2
Adults who usually or always feel lonely,By State,West Virginia,West Virginia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,14.5,10.8,19,10.8 - 19.0,13.7-15.1,,3
Adults who usually or always feel lonely,By State,Wisconsin,Wisconsin,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,12,9.5,14.8,9.5 - 14.8,8.7-12.0,,1
Adults who usually or always feel lonely,By State,Wyoming,Wyoming,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,15.5,8.8,24.5,8.8 - 24.5,15.2-19.7,,4
"Adults who sometimes, usually, or always feel lonely",National Estimate,United States,United States,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,41.7,41,42.4,41.0 - 42.4,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,18 - 29 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,61.3,58.3,64.2,58.3 - 64.2,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,30 - 39 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,47.2,45.7,48.8,45.7 - 48.8,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,40 - 49 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,41.1,39.6,42.6,39.6 - 42.6,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,50 - 59 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,37.9,36.3,39.5,36.3 - 39.5,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,60 - 69 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,33.8,32.5,35.2,32.5 - 35.2,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,70 - 79 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,29.4,27.9,30.9,27.9 - 30.9,,,
"Adults who sometimes, usually, or always feel lonely",By Age,United States,80 years and above,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,27.3,24.1,30.8,24.1 - 30.8,,,
"Adults who sometimes, usually, or always feel lonely",By Sex,United States,Male,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39,37.9,40,37.9 - 40.0,,,
"Adults who sometimes, usually, or always feel lonely",By Sex,United States,Female,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,44.2,43.3,45.1,43.3 - 45.1,,,
"Adults who sometimes, usually, or always feel lonely",By Gender identity,United States,Cis-gender male,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39,37.5,40.6,37.5 - 40.6,,,
"Adults who sometimes, usually, or always feel lonely",By Gender identity,United States,Cis-gender female,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43.4,42.1,44.7,42.1 - 44.7,,,
"Adults who sometimes, usually, or always feel lonely",By Gender identity,United States,Transgender,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,73.3,59.5,84.4,59.5 - 84.4,,,
"Adults who sometimes, usually, or always feel lonely",By Sexual orientation,United States,Gay or lesbian,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,55.7,52.1,59.2,52.1 - 59.2,,,
"Adults who sometimes, usually, or always feel lonely",By Sexual orientation,United States,Straight,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,38.8,38.1,39.6,38.1 - 39.6,,,
"Adults who sometimes, usually, or always feel lonely",By Sexual orientation,United States,Bisexual,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70.4,67.6,73,67.6 - 73.0,,,
"Adults who sometimes, usually, or always feel lonely",By Race/Hispanic ethnicity,United States,Hispanic or Latino,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43.8,41.3,46.4,41.3 - 46.4,,,
"Adults who sometimes, usually, or always feel lonely",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.5,39.8,41.2,39.8 - 41.2,,,
"Adults who sometimes, usually, or always feel lonely",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43.9,42,45.9,42.0 - 45.9,,,
"Adults who sometimes, usually, or always feel lonely",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,37.8,34.2,41.5,34.2 - 41.5,,,
"Adults who sometimes, usually, or always feel lonely",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,49.3,46,52.5,46.0 - 52.5,,,
"Adults who sometimes, usually, or always feel lonely",By Education,United States,Less than a high school diploma,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,45.6,41.4,49.8,41.4 - 49.8,,,
"Adults who sometimes, usually, or always feel lonely",By Education,United States,High school diploma or GED,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43.4,41.6,45.1,41.6 - 45.1,,,
"Adults who sometimes, usually, or always feel lonely",By Education,United States,Some college/Associate's degree,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,45.6,44.4,46.8,44.4 - 46.8,,,
"Adults who sometimes, usually, or always feel lonely",By Education,United States,Bachelor's degree or higher,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,36.1,35.3,37,35.3 - 37.0,,,
"Adults who sometimes, usually, or always feel lonely",By Disability status,United States,With disability,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,65.5,63.1,67.9,63.1 - 67.9,,,
"Adults who sometimes, usually, or always feel lonely",By Disability status,United States,Without disability,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,38.5,37.8,39.3,37.8 - 39.3,,,
"Adults who sometimes, usually, or always feel lonely",By State,Alabama,Alabama,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39.8,35.9,43.8,35.9 - 43.8,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,Alaska,Alaska,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,44.8,40.8,48.9,40.8 - 48.9,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Arizona,Arizona,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.7,37.3,44.2,37.3 - 44.2,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Arkansas,Arkansas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43,37.7,48.4,37.7 - 48.4,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,California,California,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43,40,46,40.0 - 46.0,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,Colorado,Colorado,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,41.9,37.7,46.1,37.7 - 46.1,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,Connecticut,Connecticut,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43.9,39.9,47.9,39.9 - 47.9,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Delaware,Delaware,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,32.4,26.7,38.5,26.7 - 38.5,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,District of Columbia,District of Columbia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,51.4,44.4,58.4,44.4 - 58.4,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Florida,Florida,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39.6,36.7,42.6,36.7 - 42.6,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,Georgia,Georgia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.5,37,44.2,37.0 - 44.2,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Hawaii,Hawaii,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,36.3,30.4,42.6,30.4 - 42.6,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,Idaho,Idaho,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.9,37,44.8,37.0 - 44.8,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Illinois,Illinois,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,38.3,34.5,42.2,34.5 - 42.2,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,Indiana,Indiana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39.4,35.3,43.6,35.3 - 43.6,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,Iowa,Iowa,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43.9,40,47.8,40.0 - 47.8,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Kansas,Kansas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.3,36.5,44.1,36.5 - 44.1,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Kentucky,Kentucky,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,45.6,41.3,49.9,41.3 - 49.9,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Louisiana,Louisiana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,46.5,41.6,51.5,41.6 - 51.5,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Maine,Maine,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,41.8,36.6,47.1,36.6 - 47.1,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,Maryland,Maryland,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.7,36.8,44.6,36.8 - 44.6,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Massachusetts,Massachusetts,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,38.6,35.1,42.3,35.1 - 42.3,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,Michigan,Michigan,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,42.1,39.3,44.9,39.3 - 44.9,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,Minnesota,Minnesota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.1,36.4,43.9,36.4 - 43.9,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Mississippi,Mississippi,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,45.8,39.4,52.2,39.4 - 52.2,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Missouri,Missouri,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,42.8,38.6,47,38.6 - 47.0,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,Montana,Montana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,44.2,39.9,48.6,39.9 - 48.6,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,Nebraska,Nebraska,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,41.4,36.9,45.9,36.9 - 45.9,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,Nevada,Nevada,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,46,40.5,51.5,40.5 - 51.5,43.4-51.4,,4
"Adults who sometimes, usually, or always feel lonely",By State,New Hampshire,New Hampshire,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39,33.9,44.3,33.9 - 44.3,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,New Jersey,New Jersey,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,42.5,39.1,45.9,39.1 - 45.9,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,New Mexico,New Mexico,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,43,38.5,47.6,38.5 - 47.6,41.5-43.3,,3
"Adults who sometimes, usually, or always feel lonely",By State,New York,New York,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,40.7,36.1,45.4,36.1 - 45.4,40.0-41.4,,2
"Adults who sometimes, usually, or always feel lonely",By State,North Carolina,North Carolina,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39.5,35.8,43.4,35.8 - 43.4,32.4-39.9,,1
"Adults who sometimes, usually, or always feel lonely",By State,North Dakota,North Dakota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,39.8,34.2,45.5,34.2 - 45.5,32.4-39.9,,1
